"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2012","2012","68 years","68","Male","M",23802,1196231,1989.7
"Total","2012","2012","68 years","68",,,41710,2546946,1637.6
,"2012","2012","69 years","69","Female","F",19406,1388207,1397.9
,"2012","2012","69 years","69","Male","M",25891,1221308,2119.9
"Total","2012","2012","69 years","69",,,45297,2609515,1735.8
,"2012","2012","70 years","70","Female","F",19152,1219998,1569.8
,"2012","2012","70 years","70","Male","M",24721,1059582,2333.1
"Total","2012","2012","70 years","70",,,43873,2279580,1924.6
,"2012","2012","71 years","71","Female","F",19421,1126530,1724.0
,"2012","2012","71 years","71","Male","M",24478,961546,2545.7
"Total","2012","2012","71 years","71",,,43899,2088076,2102.4
,"2012","2012","72 years","72","Female","F",19729,1072341,1839.8
,"2012","2012","72 years","72","Male","M",24875,907557,2740.9
"Total","2012","2012","72 years","72",,,44604,1979898,2252.8
,"2012","2012","73 years","73","Female","F",20487,1012526,2023.4
,"2012","2012","73 years","73","Male","M",25535,855045,2986.4
"Total","2012","2012","73 years","73",,,46022,1867571,2464.3
,"2012","2012","74 years","74","Female","F",22047,980638,2248.2
,"2012","2012","74 years","74","Male","M",26411,812276,3251.5
"Total","2012","2012","74 years","74",,,48458,1792914,2702.8
,"2012","2012","75 years","75","Female","F",22852,913735,2500.9
,"2012","2012","75 years","75","Male","M",26619,744120,3577.2
"Total","2012","2012","75 years","75",,,49471,1657855,2984.0
,"2012","2012","76 years","76","Female","F",24558,882203,2783.7
,"2012","2012","76 years","76","Male","M",27670,705802,3920.4
"Total","2012","2012","76 years","76",,,52228,1588005,3288.9
,"2012","2012","77 years","77","Female","F",26267,857778,3062.2
,"2012","2012","77 years","77","Male","M",29068,670017,4338.4
"Total","2012","2012","77 years","77",,,55335,1527795,3621.9
,"2012","2012","78 years","78","Female","F",26622,779324,3416.0
,"2012","2012","78 years","78","Male","M",28667,598648,4788.6
"Total","2012","2012","78 years","78",,,55289,1377972,4012.3
,"2012","2012","79 years","79","Female","F",29213,765091,3818.2
,"2012","2012","79 years","79","Male","M",30400,572865,5306.7
"Total","2012","2012","79 years","79",,,59613,1337956,4455.5
,"2012","2012","80 years","80","Female","F",31478,741823,4243.3
,"2012","2012","80 years","80","Male","M",31593,541837,5830.7
"Total","2012","2012","80 years","80",,,63071,1283660,4913.4
,"2012","2012","81 years","81","Female","F",33702,718468,4690.8
,"2012","2012","81 years","81","Male","M",33010,509952,6473.2
"Total","2012","2012","81 years","81",,,66712,1228420,5430.7
,"2012","2012","82 years","82","Female","F",36596,702105,5212.3
,"2012","2012","82 years","82","Male","M",34147,482074,7083.4
"Total","2012","2012","82 years","82",,,70743,1184179,5974.0
,"2012","2012","83 years","83","Female","F",37835,645544,5860.9
,"2012","2012","83 years","83","Male","M",34486,429149,8035.9
"Total","2012","2012","83 years","83",,,72321,1074693,6729.5
,"2012","2012","84 years","84","Female","F",40624,618413,6569.1
,"2012","2012","84 years","84","Male","M",35021,393686,8895.7
"Total","2012","2012","84 years","84",,,75645,1012099,7474.1
,"2012","2012","85 years","85","Female","F",42498,Not Applicable,Not Applicable
,"2012","2012","85 years","85","Male","M",34609,Not Applicable,Not Applicable
"Total","2012","2012","85 years","85",,,77107,Not Applicable,Not Applicable
,"2012","2012","86 years","86","Female","F",43897,Not Applicable,Not Applicable
,"2012","2012","86 years","86","Male","M",33604,Not Applicable,Not Applicable
"Total","2012","2012","86 years","86",,,77501,Not Applicable,Not Applicable
,"2012","2012","87 years","87","Female","F",45483,Not Applicable,Not Applicable
,"2012","2012","87 years","87","Male","M",32911,Not Applicable,Not Applicable
"Total","2012","2012","87 years","87",,,78394,Not Applicable,Not Applicable
,"2012","2012","88 years","88","Female","F",45966,Not Applicable,Not Applicable
,"2012","2012","88 years","88","Male","M",31445,Not Applicable,Not Applicable
"Total","2012","2012","88 years","88",,,77411,Not Applicable,Not Applicable
,"2012","2012","89 years","89","Female","F",45092,Not Applicable,Not Applicable
,"2012","2012","89 years","89","Male","M",28757,Not Applicable,Not Applicable
"Total","2012","2012","89 years","89",,,73849,Not Applicable,Not Applicable
,"2012","2012","90 years","90","Female","F",44870,Not Applicable,Not Applicable
,"2012","2012","90 years","90","Male","M",27030,Not Applicable,Not Applicable
"Total","2012","2012","90 years","90",,,71900,Not Applicable,Not Applicable
,"2012","2012","91 years","91","Female","F",41546,Not Applicable,Not Applicable
,"2012","2012","91 years","91","Male","M",23789,Not Applicable,Not Applicable
"Total","2012","2012","91 years","91",,,65335,Not Applicable,Not Applicable
,"2012","2012","92 years","92","Female","F",37422,Not Applicable,Not Applicable
,"2012","2012","92 years","92","Male","M",19602,Not Applicable,Not Applicable
"Total","2012","2012","92 years","92",,,57024,Not Applicable,Not Applicable
,"2012","2012","93 years","93","Female","F",31890,Not Applicable,Not Applicable
,"2012","2012","93 years","93","Male","M",15708,Not Applicable,Not Applicable
"Total","2012","2012","93 years","93",,,47598,Not Applicable,Not Applicable
,"2012","2012","94 years","94","Female","F",29296,Not Applicable,Not Applicable
,"2012","2012","94 years","94","Male","M",13120,Not Applicable,Not Applicable
"Total","2012","2012","94 years","94",,,42416,Not Applicable,Not Applicable
,"2012","2012","95 years","95","Female","F",24426,Not Applicable,Not Applicable
,"2012","2012","95 years","95","Male","M",9970,Not Applicable,Not Applicable
"Total","2012","2012","95 years","95",,,34396,Not Applicable,Not Applicable
,"2012","2012","96 years","96","Female","F",20095,Not Applicable,Not Applicable
,"2012","2012","96 years","96","Male","M",7545,Not Applicable,Not Applicable
"Total","2012","2012","96 years","96",,,27640,Not Applicable,Not Applicable
,"2012","2012","97 years","97","Female","F",16581,Not Applicable,Not Applicable
,"2012","2012","97 years","97","Male","M",5457,Not Applicable,Not Applicable
"Total","2012","2012","97 years","97",,,22038,Not Applicable,Not Applicable
,"2012","2012","98 years","98","Female","F",12816,Not Applicable,Not Applicable
,"2012","2012","98 years","98","Male","M",3907,Not Applicable,Not Applicable
"Total","2012","2012","98 years","98",,,16723,Not Applicable,Not Applicable
,"2012","2012","99 years","99","Female","F",9456,Not Applicable,Not Applicable
,"2012","2012","99 years","99","Male","M",2556,Not Applicable,Not Applicable
"Total","2012","2012","99 years","99",,,12012,Not Applicable,Not Applicable
,"2012","2012","100+ years","100","Female","F",19870,Not Applicable,Not Applicable
,"2012","2012","100+ years","100","Male","M",4093,Not Applicable,Not Applicable
"Total","2012","2012","100+ years","100",,,23963,Not Applicable,Not Applicable
,"2012","2012","Not Stated","NS","Female","F",47,Not Applicable,Not Applicable
,"2012","2012","Not Stated","NS","Male","M",100,Not Applicable,Not Applicable
"Total","2012","2012","Not Stated","NS",,,147,Not Applicable,Not Applicable
"Total","2012","2012",,,,,2543279,313914040,810.2
,"2013","2013","< 1 year","0","Female","F",10321,1925056,536.1
,"2013","2013","< 1 year","0","Male","M",13119,2016727,650.5
"Total","2013","2013","< 1 year","0",,,23440,3941783,594.7
,"2013","2013","1 year","1","Female","F",728,1933929,37.6
,"2013","2013","1 year","1","Male","M",929,2022013,45.9
"Total","2013","2013","1 year","1",,,1657,3955942,41.9
,"2013","2013","2 years","2","Female","F",426,1948680,21.9
,"2013","2013","2 years","2","Male","M",589,2040455,28.9
"Total","2013","2013","2 years","2",,,1015,3989135,25.4
,"2013","2013","3 years","3","Female","F",320,1953120,16.4
,"2013","2013","3 years","3","Male","M",431,2036418,21.2
"Total","2013","2013","3 years","3",,,751,3989538,18.8
,"2013","2013","4 years","4","Female","F",271,1954885,13.9
,"2013","2013","4 years","4","Male","M",374,2036805,18.4
"Total","2013","2013","4 years","4",,,645,3991690,16.2
,"2013","2013","5 years","5","Female","F",250,2017560,12.4
,"2013","2013","5 years","5","Male","M",315,2104237,15.0
"Total","2013","2013","5 years","5",,,565,4121797,13.7
,"2013","2013","6 years","6","Female","F",226,2025310,11.2
,"2013","2013","6 years","6","Male","M",275,2116881,13.0
"Total","2013","2013","6 years","6",,,501,4142191,12.1
,"2013","2013","7 years","7","Female","F",190,2007933,9.5
,"2013","2013","7 years","7","Male","M",252,2100120,12.0
"Total","2013","2013","7 years","7",,,442,4108053,10.8
,"2013","2013","8 years","8","Female","F",195,2002750,9.7
,"2013","2013","8 years","8","Male","M",260,2092455,12.4
"Total","2013","2013","8 years","8",,,455,4095205,11.1
,"2013","2013","9 years","9","Female","F",183,2008054,9.1
,"2013","2013","9 years","9","Male","M",281,2095281,13.4
"Total","2013","2013","9 years","9",,,464,4103335,11.3
,"2013","2013","10 years","10","Female","F",194,1994285,9.7
,"2013","2013","10 years","10","Male","M",232,2078973,11.2
"Total","2013","2013","10 years","10",,,426,4073258,10.5
,"2013","2013","11 years","11","Female","F",198,1985604,10.0
,"2013","2013","11 years","11","Male","M",259,2070314,12.5
"Total","2013","2013","11 years","11",,,457,4055918,11.3
,"2013","2013","12 years","12","Female","F",232,2032890,11.4
,"2013","2013","12 years","12","Male","M",324,2122985,15.3
"Total","2013","2013","12 years","12",,,556,4155875,13.4
,"2013","2013","13 years","13","Female","F",293,2059475,14.2
,"2013","2013","13 years","13","Male","M",381,2158489,17.7
"Total","2013","2013","13 years","13",,,674,4217964,16.0
,"2013","2013","14 years","14","Female","F",302,2025677,14.9
,"2013","2013","14 years","14","Male","M",498,2121762,23.5
"Total","2013","2013","14 years","14",,,800,4147439,19.3
,"2013","2013","15 years","15","Female","F",348,2025522,17.2
,"2013","2013","15 years","15","Male","M",698,2121923,32.9
"Total","2013","2013","15 years","15",,,1046,4147445,25.2
,"2013","2013","16 years","16","Female","F",422,2032193,20.8
,"2013","2013","16 years","16","Male","M",931,2125923,43.8
"Total","2013","2013","16 years","16",,,1353,4158116,32.5
,"2013","2013","17 years","17","Female","F",539,2042940,26.4
,"2013","2013","17 years","17","Male","M",1301,2148248,60.6
"Total","2013","2013","17 years","17",,,1840,4191188,43.9
,"2013","2013","18 years","18","Female","F",655,2084906,31.4
,"2013","2013","18 years","18","Male","M",1729,2200703,78.6
"Total","2013","2013","18 years","18",,,2384,4285609,55.6
,"2013","2013","19 years","19","Female","F",757,2127213,35.6
,"2013","2013","19 years","19","Male","M",2100,2249393,93.4
"Total","2013","2013","19 years","19",,,2857,4376606,65.3
,"2013","2013","20 years","20","Female","F",861,2156114,39.9
,"2013","2013","20 years","20","Male","M",2411,2289607,105.3
"Total","2013","2013","20 years","20",,,3272,4445721,73.6
,"2013","2013","21 years","21","Female","F",894,2220785,40.3
,"2013","2013","21 years","21","Male","M",2787,2347878,118.7
"Total","2013","2013","21 years","21",,,3681,4568663,80.6
,"2013","2013","22 years","22","Female","F",976,2274176,42.9
,"2013","2013","22 years","22","Male","M",2933,2381555,123.2
"Total","2013","2013","22 years","22",,,3909,4655731,84.0
,"2013","2013","23 years","23","Female","F",1067,2276399,46.9
,"2013","2013","23 years","23","Male","M",3025,2376407,127.3
"Total","2013","2013","23 years","23",,,4092,4652806,87.9
,"2013","2013","24 years","24","Female","F",1103,2188999,50.4
,"2013","2013","24 years","24","Male","M",2949,2283518,129.1
"Total","2013","2013","24 years","24",,,4052,4472517,90.6
,"2013","2013","25 years","25","Female","F",1050,2143108,49.0
,"2013","2013","25 years","25","Male","M",2913,2229093,130.7
"Total","2013","2013","25 years","25",,,3963,4372201,90.6
,"2013","2013","26 years","26","Female","F",1170,2110001,55.5
,"2013","2013","26 years","26","Male","M",2986,2190519,136.3
"Total","2013","2013","26 years","26",,,4156,4300520,96.6
,"2013","2013","27 years","27","Female","F",1234,2123971,58.1
,"2013","2013","27 years","27","Male","M",3056,2198276,139.0
"Total","2013","2013","27 years","27",,,4290,4322247,99.3
,"2013","2013","28 years","28","Female","F",1279,2150401,59.5
,"2013","2013","28 years","28","Male","M",3014,2209844,136.4
"Total","2013","2013","28 years","28",,,4293,4360245,98.5
,"2013","2013","29 years","29","Female","F",1300,2092838,62.1
,"2013","2013","29 years","29","Male","M",3054,2132147,143.2
"Total","2013","2013","29 years","29",,,4354,4224985,103.1
,"2013","2013","30 years","30","Female","F",1404,2132415,65.8
,"2013","2013","30 years","30","Male","M",3203,2162416,148.1
"Total","2013","2013","30 years","30",,,4607,4294831,107.3
,"2013","2013","31 years","31","Female","F",1502,2138703,70.2
,"2013","2013","31 years","31","Male","M",3221,2158627,149.2
"Total","2013","2013","31 years","31",,,4723,4297330,109.9
,"2013","2013","32 years","32","Female","F",1614,2120965,76.1
,"2013","2013","32 years","32","Male","M",3208,2133366,150.4
"Total","2013","2013","32 years","32",,,4822,4254331,113.3
,"2013","2013","33 years","33","Female","F",1664,2156920,77.1
,"2013","2013","33 years","33","Male","M",3400,2185818,155.5
"Total","2013","2013","33 years","33",,,5064,4342738,116.6
,"2013","2013","34 years","34","Female","F",1784,2033774,87.7
,"2013","2013","34 years","34","Male","M",3407,2041385,166.9
"Total","2013","2013","34 years","34",,,5191,4075159,127.4
,"2013","2013","35 years","35","Female","F",1898,1997006,95.0
,"2013","2013","35 years","35","Male","M",3363,1999717,168.2
"Total","2013","2013","35 years","35",,,5261,3996723,131.6
,"2013","2013","36 years","36","Female","F",1893,1983203,95.5
,"2013","2013","36 years","36","Male","M",3386,1974439,171.5
"Total","2013","2013","36 years","36",,,5279,3957642,133.4
,"2013","2013","37 years","37","Female","F",2007,1924842,104.3
,"2013","2013","37 years","37","Male","M",3435,1917837,179.1
"Total","2013","2013","37 years","37",,,5442,3842679,141.6
,"2013","2013","38 years","38","Female","F",2163,1982996,109.1
,"2013","2013","38 years","38","Male","M",3576,1981305,180.5
"Total","2013","2013","38 years","38",,,5739,3964301,144.8
,"2013","2013","39 years","39","Female","F",2316,1930454,120.0
,"2013","2013","39 years","39","Male","M",3784,1911971,197.9
"Total","2013","2013","39 years","39",,,6100,3842425,158.8
,"2013","2013","40 years","40","Female","F",2596,1968259,131.9
,"2013","2013","40 years","40","Male","M",4146,1936508,214.1
"Total","2013","2013","40 years","40",,,6742,3904767,172.7
,"2013","2013","41 years","41","Female","F",2890,2056391,140.5
,"2013","2013","41 years","41","Male","M",4564,2028536,225.0
"Total","2013","2013","41 years","41",,,7454,4084927,182.5
,"2013","2013","42 years","42","Female","F",3337,2177715,153.2
,"2013","2013","42 years","42","Male","M",5329,2145858,248.3
"Total","2013","2013","42 years","42",,,8666,4323573,200.4
,"2013","2013","43 years","43","Female","F",3622,2197973,164.8
,"2013","2013","43 years","43","Male","M",5597,2182953,256.4
"Total","2013","2013","43 years","43",,,9219,4380926,210.4
,"2013","2013","44 years","44","Female","F",3779,2088590,180.9
,"2013","2013","44 years","44","Male","M",5892,2066137,285.2
"Total","2013","2013","44 years","44",,,9671,4154727,232.8
,"2013","2013","45 years","45","Female","F",4126,2048451,201.4
,"2013","2013","45 years","45","Male","M",6220,2021957,307.6
"Total","2013","2013","45 years","45",,,10346,4070408,254.2
,"2013","2013","46 years","46","Female","F",4486,2058350,217.9
,"2013","2013","46 years","46","Male","M",7100,2018553,351.7
"Total","2013","2013","46 years","46",,,11586,4076903,284.2
,"2013","2013","47 years","47","Female","F",5151,2097185,245.6
,"2013","2013","47 years","47","Male","M",7960,2059088,386.6
"Total","2013","2013","47 years","47",,,13111,4156273,315.5
,"2013","2013","48 years","48","Female","F",5756,2227171,258.4
,"2013","2013","48 years","48","Male","M",9052,2182629,414.7
"Total","2013","2013","48 years","48",,,14808,4409800,335.8
,"2013","2013","49 years","49","Female","F",6783,2279031,297.6
,"2013","2013","49 years","49","Male","M",10199,2215891,460.3
"Total","2013","2013","49 years","49",,,16982,4494922,377.8
,"2013","2013","50 years","50","Female","F",7282,2283376,318.9
